txn_id,source_id,target_id,timestamp,amount,is_fraud,src_out_degree_1d,src_neighbor_entropy,src_in_degree_1d,src_ego_in_out_delta_time,src_degree_ratio
11520,2137,3163,2024-01-03T10:39:51.807004,120.72828368568793,0,3,0.9796525838291655,0,25874,3.0
11521,9567,9650,2024-01-03T10:40:01.073424,7963.2869178610645,0,0,-0.0,0,2592000,0.0
11522,1859,2843,2024-01-03T10:40:35.872867,191.4107799825572,0,1,0.0,0,10232,1.0
11523,9827,8033,2024-01-03T10:41:37.730612,13.549417525458091,0,0,-0.0,0,2592000,0.0
11524,4141,4971,2024-01-03T10:42:06.584331,15.482713149196499,0,0,-0.0,0,2592000,0.0
11525,9850,8123,2024-01-03T10:43:10.734035,57.590680346842454,0,0,-0.0,0,2592000,0.0
11526,1922,518,2024-01-03T10:44:58.573579,7232.987382072502,1,1,0.0,0,25244,1.0
11527,2927,4863,2024-01-03T10:45:22.974345,28.522791135846,0,0,-0.0,0,2592000,0.0
11528,5700,6838,2024-01-03T10:45:36.503503,4436.1808554443005,0,1,0.0,0,27746,1.0
11529,482,5654,2024-01-03T10:46:19.051951,20.922984387051653,0,0,-0.0,0,2592000,0.0
11530,2597,4040,2024-01-03T10:46:35.133220,236.50948383831087,0,1,0.0,0,64266,1.0
11531,6742,2979,2024-01-03T10:47:49.961983,163.17572121078715,0,0,-0.0,0,2592000,0.0
11532,7198,315,2024-01-03T10:48:29.636674,35.687454071269705,0,1,0.0,1,43491,0.5
11533,2712,5574,2024-01-03T10:48:44.190402,29.497397551861017,0,0,-0.0,1,65307,0.0
11534,3,8898,2024-01-03T10:49:11.623113,734.4057854634739,0,26,3.1999829980707903,0,2213,26.0
11535,8275,2128,2024-01-03T10:49:13.731400,19.966080018702016,0,0,-0.0,1,32213,0.0
11536,8510,2565,2024-01-03T10:49:43.836422,236.3145849858434,0,0,-0.0,0,2592000,0.0
11537,5849,4736,2024-01-03T10:50:14.330690,34.96511257671326,0,0,-0.0,0,2592000,0.0
11538,696,2651,2024-01-03T10:50:33.038018,25.143643941279308,0,0,-0.0,1,10386,0.0
11539,8446,7182,2024-01-03T10:51:21.395611,146.7503980008397,0,0,-0.0,1,35004,0.0
11540,8141,9183,2024-01-03T10:51:52.504484,10898.118768219927,0,1,0.0,1,40778,0.5
11541,4974,7951,2024-01-03T10:52:11.753649,53.632397818100905,0,0,-0.0,0,2592000,0.0
11542,2725,2523,2024-01-03T10:52:15.735370,30.102461574972857,0,1,0.0,0,58618,1.0
11543,8414,3973,2024-01-03T10:52:27.345970,82.50613634980542,0,1,0.0,3,36319,0.25
11544,5955,3189,2024-01-03T10:52:45.243913,97.74451195848171,0,0,-0.0,0,2592000,0.0
11545,9549,8581,2024-01-03T10:54:07.311633,21.564524275647514,0,0,-0.0,2,15669,0.0
11546,3564,7287,2024-01-03T10:54:14.777361,2189.271315341952,0,0,-0.0,1,9115,0.0
11547,2194,6160,2024-01-03T10:54:40.561795,17.83403621459927,0,0,-0.0,0,2592000,0.0
11548,3375,5166,2024-01-03T10:54:45.138765,132.45272767522897,0,0,-0.0,0,2592000,0.0
11549,8888,7763,2024-01-03T10:54:59.963546,55.27030248563222,0,0,-0.0,1,84196,0.0
11550,3786,4484,2024-01-03T10:55:16.833508,2678.2438609229866,0,0,-0.0,0,2592000,0.0
11551,6660,988,2024-01-03T10:55:46.209400,35.349070100710335,0,0,-0.0,0,2592000,0.0
11552,5874,9509,2024-01-03T10:56:37.483253,54.14235718261566,0,0,-0.0,1,41241,0.0
11553,7325,7465,2024-01-03T10:56:49.824806,99.23446658443437,0,1,0.0,1,18972,0.5
11554,7226,7229,2024-01-03T10:56:51.914716,2501.1029260873997,0,1,0.0,0,46228,1.0
11555,518,5808,2024-01-03T10:56:56.748543,7159.594099508553,1,1,0.0,2,718,0.3333333333333333
11556,3684,5766,2024-01-03T10:57:16.891407,10.626213005421286,0,2,0.6911615957291821,0,25624,2.0
11557,7225,1634,2024-01-03T10:57:19.872944,2087.5986381293305,0,0,-0.0,0,2592000,0.0
11558,8947,4100,2024-01-03T10:57:34.096928,24.366332813934758,0,2,0.4679892824989482,1,11120,1.0
11559,6929,2138,2024-01-03T10:57:39.981426,6541.993995870738,0,2,0.6931467977829213,0,5453,2.0
11560,1542,62,2024-01-03T10:57:55.481448,123.537800237133,0,2,0.2709354752942039,0,20608,2.0
11561,3509,9505,2024-01-03T10:58:09.127822,72.07899501284805,0,0,-0.0,0,2592000,0.0
11562,8230,4018,2024-01-03T10:58:11.884158,44.25125189716678,0,0,-0.0,0,2592000,0.0
11563,6219,9558,2024-01-03T10:58:37.768710,65.92454827617628,0,0,-0.0,0,2592000,0.0
11564,6123,7846,2024-01-03T10:58:39.969017,33.97570584505598,0,0,-0.0,0,2592000,0.0
11565,2509,6732,2024-01-03T10:59:26.378064,102.56625409939028,0,0,-0.0,0,2592000,0.0
11566,3756,4762,2024-01-03T10:59:36.923995,181.66944807474695,0,0,-0.0,1,59244,0.0
11567,717,9413,2024-01-03T11:00:44.715027,1178.9480678393463,0,1,0.0,1,60768,0.5
11568,4912,2998,2024-01-03T11:00:52.517473,1055.532722617358,0,0,-0.0,1,44234,0.0
11569,8424,7022,2024-01-03T11:00:56.182396,36.50714762552577,0,1,0.0,0,27572,1.0
11570,7355,8379,2024-01-03T11:01:18.284816,69.27175975547901,0,0,-0.0,0,2592000,0.0
11571,9571,6549,2024-01-03T11:01:27.834612,28.996911289269658,0,0,-0.0,1,77572,0.0
11572,8875,867,2024-01-03T11:01:51.007154,60.949257101333956,0,0,-0.0,1,61582,0.0
11573,2264,6983,2024-01-03T11:01:56.309241,77.79436715514765,0,0,-0.0,2,41161,0.0
11574,6958,6406,2024-01-03T11:01:59.773627,6152.194191198356,0,1,0.0,0,32661,1.0
11575,2670,6889,2024-01-03T11:02:04.674737,28.470034630445483,0,0,-0.0,0,2592000,0.0
11576,2152,1445,2024-01-03T11:02:18.994364,5.0549729001068044,0,0,-0.0,1,64410,0.0
11577,4818,9000,2024-01-03T11:02:45.860937,183.29237861737624,0,0,-0.0,0,2592000,0.0
11578,2920,3932,2024-01-03T11:02:52.728045,7248.059076475899,0,2,0.5275711265737992,0,4487,2.0
11579,4335,8417,2024-01-03T11:02:59.631608,26.055888819713225,0,0,-0.0,0,2592000,0.0
11580,9380,5576,2024-01-03T11:03:48.312875,3281.1997558658713,0,0,-0.0,0,2592000,0.0
11581,4946,6773,2024-01-03T11:03:56.603556,1151.4931407868185,0,0,-0.0,1,13294,0.0
11582,3537,9396,2024-01-03T11:04:29.148751,483.06616674131885,0,0,-0.0,1,81691,0.0
11583,4326,2599,2024-01-03T11:04:48.717208,3456.650600969866,0,1,0.0,3,23539,0.25
11584,6416,2380,2024-01-03T11:04:57.471700,384.187217647296,0,0,-0.0,1,18228,0.0
11585,9136,977,2024-01-03T11:05:05.737113,65.95227771932326,0,0,-0.0,0,2592000,0.0
11586,4234,969,2024-01-03T11:05:28.267922,19.88303907912694,0,0,-0.0,3,69786,0.0
11587,9050,3575,2024-01-03T11:05:45.221836,13.867206592479688,0,2,0.6463827876578201,1,46761,1.0
11588,7431,9816,2024-01-03T11:06:03.123123,22.26208558434533,0,1,0.0,0,16381,1.0
11589,4528,8219,2024-01-03T11:06:05.698574,476.6383425186776,0,0,-0.0,1,33370,0.0
11590,7714,919,2024-01-03T11:06:32.662848,15.378528356152515,0,0,-0.0,0,2592000,0.0
11591,7305,1587,2024-01-03T11:06:40.927344,42.98392920746308,0,1,0.0,0,78468,1.0
11592,5959,1237,2024-01-03T11:07:11.193165,32.752426323234296,0,0,-0.0,0,2592000,0.0
11593,4441,7866,2024-01-03T11:08:05.696829,100.99967627430107,0,0,-0.0,0,2592000,0.0
11594,9231,5631,2024-01-03T11:08:23.396565,110.11377677709663,0,1,0.0,2,10349,0.3333333333333333
11595,7974,3426,2024-01-03T11:08:26.716508,136.9298948924309,0,2,0.6838554915454926,0,13937,2.0
11596,6501,1940,2024-01-03T11:08:33.722283,64.61845895938144,0,1,0.0,0,47856,1.0
11597,367,9479,2024-01-03T11:08:35.807970,30.07336258622188,0,0,-0.0,0,2592000,0.0
11598,3423,1818,2024-01-03T11:09:11.788915,34.11666462492514,0,0,-0.0,1,27142,0.0
11599,1146,443,2024-01-03T11:09:34.264449,23.140217292532576,0,0,-0.0,0,2592000,0.0
11600,687,5724,2024-01-03T11:09:35.121397,5118.856777152334,0,1,0.0,0,73052,1.0
11601,8611,8211,2024-01-03T11:09:45.928296,2255.96518408962,0,0,-0.0,2,17234,0.0
11602,2657,9309,2024-01-03T11:10:00.855598,108.40556178542829,0,2,0.04891647699247113,1,5020,1.0
11603,7043,4495,2024-01-03T11:10:25.234949,35.18001328591038,0,0,-0.0,2,59078,0.0
11604,6489,7175,2024-01-03T11:10:29.648197,14638.130951505334,0,0,-0.0,0,2592000,0.0
11605,5973,9255,2024-01-03T11:11:02.319848,4601.697174381494,0,1,0.0,0,86100,1.0
11606,6771,627,2024-01-03T11:11:43.056041,307.17500850873546,0,0,-0.0,1,85382,0.0
11607,9858,953,2024-01-03T11:11:49.682702,10.220662672278111,0,2,0.6848039959984501,0,76796,2.0
11608,9477,123,2024-01-03T11:12:02.930511,111.7722768884273,0,0,-0.0,0,2592000,0.0
11609,2179,3675,2024-01-03T11:12:19.888169,6619.461030243998,0,0,-0.0,1,20926,0.0
11610,0,9449,2024-01-03T11:12:45.198055,2622.4642014608107,0,30,3.297518145950683,0,2251,30.0
11611,86,1169,2024-01-03T11:12:55.812169,220.83721930286936,0,0,-0.0,1,77357,0.0
11612,7983,8781,2024-01-03T11:12:59.262769,3244.5454271624367,0,0,-0.0,0,2592000,0.0
11613,8534,1000,2024-01-03T11:13:00.072948,15.336409748380314,0,0,-0.0,0,2592000,0.0
11614,4174,5271,2024-01-03T11:13:19.056915,84.85688447385108,0,0,-0.0,0,2592000,0.0
11615,6973,3901,2024-01-03T11:13:21.282409,3843.673578793896,0,0,-0.0,0,2592000,0.0
11616,2108,5105,2024-01-03T11:13:25.513881,57.83949313928987,0,0,-0.0,1,49155,0.0
11617,2548,8169,2024-01-03T11:13:34.240014,6.320336727530306,0,0,-0.0,0,2592000,0.0
11618,6896,5317,2024-01-03T11:13:41.315090,2855.2564958032685,0,0,-0.0,0,2592000,0.0
11619,7251,2288,2024-01-03T11:14:02.361495,11.679849421322748,0,0,-0.0,1,27487,0.0
11620,7030,3135,2024-01-03T11:14:02.574095,55.295352579962234,0,1,0.0,0,44567,1.0
11621,5831,1274,2024-01-03T11:14:09.093199,40.41752205570012,0,0,-0.0,3,31724,0.0
11622,8104,6989,2024-01-03T11:14:19.150717,205.89385688251537,0,0,-0.0,0,2592000,0.0
11623,4683,4638,2024-01-03T11:15:12.194404,170.73067045261269,0,0,-0.0,0,2592000,0.0
11624,4714,3300,2024-01-03T11:15:17.964691,17.66056773166843,0,1,0.0,0,34395,1.0
11625,9408,5311,2024-01-03T11:15:30.947419,265.6805219549682,0,1,0.0,0,15236,1.0
11626,801,7256,2024-01-03T11:15:33.725476,263.64455695508843,0,1,0.0,1,13485,0.5
11627,1848,2911,2024-01-03T11:15:33.788262,62.82017691380509,0,1,0.0,1,67941,0.5
11628,8813,3290,2024-01-03T11:15:43.009427,4533.1527653875455,0,0,-0.0,0,2592000,0.0
11629,7818,8579,2024-01-03T11:15:44.796058,13234.94636202882,0,0,-0.0,0,2592000,0.0
11630,1272,5098,2024-01-03T11:16:24.192562,168.5711816691432,0,0,-0.0,2,12262,0.0
11631,8827,7216,2024-01-03T11:16:44.648787,7541.220879214604,0,0,-0.0,1,58133,0.0
11632,2176,2770,2024-01-03T11:16:52.985079,307.1381732888231,0,0,-0.0,0,2592000,0.0
11633,177,2844,2024-01-03T11:17:04.893978,1308.251985726643,0,1,0.0,1,4718,0.5
11634,9266,7565,2024-01-03T11:17:11.041088,76.82519314289479,0,1,0.0,0,21715,1.0
11635,5210,2379,2024-01-03T11:17:48.700657,137.90173661223844,0,0,-0.0,3,46584,0.0
11636,3045,153,2024-01-03T11:17:53.071605,12825.318269114961,0,1,0.0,0,20246,1.0
11637,9530,7578,2024-01-03T11:18:01.154856,12.025268961104109,0,1,0.0,0,13437,1.0
11638,3990,9296,2024-01-03T11:18:11.893501,2219.618621697435,0,0,-0.0,0,2592000,0.0
11639,829,4139,2024-01-03T11:18:24.290732,5.768891356624882,0,1,0.0,1,9943,0.5
11640,9123,7924,2024-01-03T11:18:44.127954,143.09942047456423,0,2,0.4606526093556268,1,2967,1.0
11641,9021,7075,2024-01-03T11:18:47.324465,2937.597457700127,0,2,0.6929528310070239,0,3616,2.0
11642,7491,4954,2024-01-03T11:19:02.099767,1300.4664269963,0,0,-0.0,1,83017,0.0
11643,145,6127,2024-01-03T11:19:07.493434,35.401882251045336,0,0,-0.0,1,56310,0.0
11644,5962,1294,2024-01-03T11:19:13.714196,69.00791322371343,0,2,0.4208909536809763,1,39597,1.0
11645,9456,1914,2024-01-03T11:19:15.141620,13562.51094127839,1,0,-0.0,0,2592000,0.0
11646,3949,377,2024-01-03T11:19:16.975306,50.94182519051213,0,1,0.0,0,52055,1.0
11647,8591,3531,2024-01-03T11:19:22.961050,50.6824234623526,0,0,-0.0,0,2592000,0.0
11648,7,2689,2024-01-03T11:19:49.952324,1150.1716540219043,0,26,3.1600583674783222,0,12946,26.0
11649,3363,2447,2024-01-03T11:19:54.750673,9.912174141516976,0,0,-0.0,0,2592000,0.0
11650,1374,9851,2024-01-03T11:20:04.720968,3982.4055385696447,0,0,-0.0,1,82880,0.0
11651,141,1091,2024-01-03T11:20:26.878262,43.20882331582588,0,0,-0.0,0,2592000,0.0
11652,5039,4112,2024-01-03T11:21:01.196568,218.5961938329666,0,0,-0.0,1,35278,0.0
11653,7549,2125,2024-01-03T11:21:05.910713,87.07567898142099,0,0,-0.0,0,2592000,0.0
11654,61,4854,2024-01-03T11:21:28.236056,33.083588458998435,0,2,0.4490194558410949,1,7184,1.0
11655,9904,8397,2024-01-03T11:21:39.925767,310.619703519372,0,0,-0.0,0,2592000,0.0
11656,8365,9718,2024-01-03T11:22:12.593024,12405.255658916281,0,2,0.6392745132428881,0,20957,2.0
11657,5344,3180,2024-01-03T11:22:30.244241,1078.205649416596,0,1,0.0,0,14839,1.0
11658,8840,419,2024-01-03T11:23:00.751749,34.77745662773404,0,0,-0.0,0,2592000,0.0
11659,8166,9654,2024-01-03T11:23:07.393441,282.63721622622535,0,0,-0.0,1,73298,0.0
11660,8706,2448,2024-01-03T11:23:12.016520,16.66675441017313,0,0,-0.0,1,54479,0.0
11661,3745,2453,2024-01-03T11:23:17.630395,136.6279435818739,0,2,0.6248914728475969,0,37825,2.0
11662,5478,8150,2024-01-03T11:23:37.416924,42.82604429653307,0,0,-0.0,0,2592000,0.0
11663,10,7247,2024-01-03T11:23:41.320263,1181.834722969095,0,24,3.0500786913559184,0,3724,24.0
11664,872,4109,2024-01-03T11:23:48.301248,2216.955594365419,0,0,-0.0,1,21703,0.0
11665,10,6192,2024-01-03T11:24:04.857995,836.9414687007267,0,25,3.0954613452527178,0,23,25.0
11666,7455,675,2024-01-03T11:24:14.011086,18.955048225337297,0,0,-0.0,2,18986,0.0
11667,231,955,2024-01-03T11:24:21.001693,63.259864773328104,0,0,-0.0,4,5652,0.0
11668,1406,9887,2024-01-03T11:24:34.906782,3273.4697750256655,0,0,-0.0,0,2592000,0.0
11669,8346,1121,2024-01-03T11:24:37.279566,209.71185366414946,0,0,-0.0,0,2592000,0.0
11670,3696,4144,2024-01-03T11:25:00.617118,52.39289480060038,0,1,0.0,0,74107,1.0
11671,8555,6780,2024-01-03T11:25:03.400539,47.32136040466696,0,0,-0.0,0,2592000,0.0
11672,3873,5564,2024-01-03T11:25:13.687604,20.77170839559475,0,0,-0.0,1,59668,0.0
11673,7690,7805,2024-01-03T11:25:18.015628,11.97635193508758,0,0,-0.0,1,40799,0.0
11674,9,6135,2024-01-03T11:25:23.267108,2173.6148950406096,0,23,3.0245797247016886,0,10126,23.0
11675,6491,2262,2024-01-03T11:25:25.223965,192.3724398854707,0,1,0.0,0,5361,1.0
11676,9763,3550,2024-01-03T11:25:49.166877,230.02194259102245,0,0,-0.0,0,2592000,0.0
11677,3913,9916,2024-01-03T11:26:09.993595,54.29167080190542,0,1,0.0,0,45106,1.0
11678,3681,7849,2024-01-03T11:26:10.955400,13.057808947820543,0,0,-0.0,0,2592000,0.0
11679,4356,8008,2024-01-03T11:26:11.294527,7382.46836548523,0,0,-0.0,0,2592000,0.0
11680,6062,8001,2024-01-03T11:26:17.429658,26.931584279963154,0,0,-0.0,0,2592000,0.0
11681,9,946,2024-01-03T11:26:22.905035,504.3397103284316,0,24,3.059457355756984,0,59,24.0
11682,4,2987,2024-01-03T11:26:57.993057,1341.704661497837,0,25,3.1314052113026425,1,4664,12.5
11683,2290,7839,2024-01-03T11:27:02.914831,5553.467481884046,0,0,-0.0,0,2592000,0.0
11684,3946,1295,2024-01-03T11:27:50.727371,88.21755501246282,0,3,0.4622908876870485,0,38268,3.0
11685,9138,2738,2024-01-03T11:27:57.332621,188.1869367536032,0,0,-0.0,0,2592000,0.0
11686,6682,7861,2024-01-03T11:28:47.383714,104.41781555622168,0,0,-0.0,2,34522,0.0
11687,3480,7640,2024-01-03T11:28:59.504391,51.09929533092931,0,0,-0.0,1,24107,0.0
11688,6754,809,2024-01-03T11:29:03.921673,6597.118854445784,0,1,0.0,1,10159,0.5
11689,7733,9702,2024-01-03T11:29:05.083209,2093.7178918027607,0,1,0.0,0,50150,1.0
11690,5808,1282,2024-01-03T11:29:05.796573,7108.33888855148,1,1,0.0,1,1929,0.5
11691,1042,1666,2024-01-03T11:29:15.129247,42.541115748872045,0,0,-0.0,0,2592000,0.0
11692,4301,2719,2024-01-03T11:29:22.146342,31.68243847794895,0,0,-0.0,1,21484,0.0
11693,7817,8947,2024-01-03T11:29:41.283026,99.43718384454345,0,0,-0.0,0,2592000,0.0
11694,2648,4553,2024-01-03T11:29:42.101284,495.27842011260884,0,0,-0.0,1,72624,0.0
11695,1477,4728,2024-01-03T11:29:42.321327,5603.807066082231,0,2,0.5200077197666223,1,9252,1.0
11696,9790,5620,2024-01-03T11:29:43.339508,17.240365470027722,0,1,0.0,0,60539,1.0
11697,1204,6976,2024-01-03T11:29:45.440739,25.97543458105504,0,0,-0.0,0,2592000,0.0
11698,9681,9336,2024-01-03T11:29:45.984798,51.12605361323831,0,1,0.0,0,84651,1.0
11699,3793,823,2024-01-03T11:29:48.868923,35.12859929559038,0,0,-0.0,0,2592000,0.0
11700,5041,334,2024-01-03T11:30:32.362667,20.237657195643443,0,0,-0.0,0,2592000,0.0
11701,5921,2893,2024-01-03T11:30:42.609083,41.366990824655446,0,0,-0.0,0,2592000,0.0
11702,8628,4310,2024-01-03T11:30:45.774441,8.725283100242208,0,0,-0.0,0,2592000,0.0
11703,9419,1056,2024-01-03T11:30:51.023821,3338.6891141479005,0,1,0.0,0,21422,1.0
11704,9388,8454,2024-01-03T11:31:04.314356,307.1282253377543,0,0,-0.0,0,2592000,0.0
11705,5401,7599,2024-01-03T11:31:19.554247,43.801464231142084,0,0,-0.0,1,36886,0.0
11706,4710,12,2024-01-03T11:31:24.151709,106.9494776023365,0,1,0.0,0,67966,1.0
11707,5239,6929,2024-01-03T11:31:32.616690,4724.392042241652,0,1,0.0,0,58393,1.0
11708,5025,385,2024-01-03T11:32:00.997356,2223.6386832679127,0,0,-0.0,0,2592000,0.0
11709,7984,336,2024-01-03T11:32:12.161020,6.259205388193772,0,0,-0.0,0,2592000,0.0
11710,7031,4220,2024-01-03T11:32:20.972470,208.28746531014872,0,1,0.0,1,32318,0.5
11711,6268,27,2024-01-03T11:32:22.599673,31.43635987577916,0,1,0.0,1,25705,0.5
11712,4693,1193,2024-01-03T11:32:27.231075,2377.9290226400462,0,0,-0.0,1,66612,0.0
11713,1767,4015,2024-01-03T11:32:39.388188,131.45246315984238,0,1,0.0,0,21660,1.0
11714,8063,9903,2024-01-03T11:32:49.216954,91.968859147615,0,0,-0.0,1,83141,0.0
11715,3593,526,2024-01-03T11:32:51.278961,3448.4199000137946,0,0,-0.0,1,24518,0.0
11716,1703,4590,2024-01-03T11:33:01.915425,17.29166271382834,0,1,0.0,0,32316,1.0
11717,3015,4570,2024-01-03T11:33:13.477064,100.73201523579816,0,0,-0.0,0,2592000,0.0
11718,9430,9990,2024-01-03T11:33:33.703072,29.284176025036437,0,0,-0.0,0,2592000,0.0
11719,5000,9271,2024-01-03T11:33:42.643141,17.917745106449956,0,0,-0.0,0,2592000,0.0
11720,6538,5117,2024-01-03T11:33:42.700085,50.677381536947614,0,0,-0.0,1,5559,0.0
11721,12,4981,2024-01-03T11:33:50.915909,1981.8597755512005,0,28,3.1980108276979524,1,146,14.0
11722,4978,2076,2024-01-03T11:34:35.213783,4543.298791334197,0,0,-0.0,1,65625,0.0
11723,448,7490,2024-01-03T11:35:18.191234,47.08678030897458,0,0,-0.0,0,2592000,0.0
11724,4256,3490,2024-01-03T11:35:43.011388,10.296541518361115,0,2,0.6784447255045283,0,59814,2.0
11725,719,2193,2024-01-03T11:36:00.477637,2733.1710702095716,0,0,-0.0,0,2592000,0.0
11726,7,8554,2024-01-03T11:36:13.075424,771.7694106463618,0,27,3.201108593063512,0,983,27.0
11727,9541,1634,2024-01-03T11:36:54.517650,5392.64102677737,0,0,-0.0,1,15959,0.0
11728,6952,8927,2024-01-03T11:36:56.451110,4801.050454192316,0,0,-0.0,0,2592000,0.0
11729,1914,6557,2024-01-03T11:37:52.130139,13537.686360605916,1,0,-0.0,2,1116,0.0
11730,10,4838,2024-01-03T11:37:54.076411,617.4712903930609,0,26,3.135184368266598,0,829,26.0
11731,9427,4550,2024-01-03T11:38:00.161281,53.56031560670861,0,0,-0.0,0,2592000,0.0
11732,5956,5361,2024-01-03T11:38:01.496290,88.34591337996339,0,1,0.0,1,53541,0.5
11733,9507,7271,2024-01-03T11:38:05.826511,71.1094841163768,0,0,-0.0,1,10374,0.0
11734,1679,8713,2024-01-03T11:38:36.426242,39.129718522461815,0,0,-0.0,0,2592000,0.0
11735,1012,6167,2024-01-03T11:38:36.719881,146.54288747741603,0,1,0.0,0,68474,1.0
11736,3452,7209,2024-01-03T11:39:08.222573,50.4451514981434,0,0,-0.0,1,49352,0.0
11737,3368,3149,2024-01-03T11:39:10.402343,29.358411019881014,0,1,0.0,0,11245,1.0
11738,177,9236,2024-01-03T11:39:24.605206,8237.903910576337,0,2,0.1935308966929529,1,1339,1.0
11739,1861,8107,2024-01-03T11:39:32.462358,1711.2884541406406,0,0,-0.0,0,2592000,0.0
11740,850,8083,2024-01-03T11:39:40.814700,75.56713676940646,0,1,0.0,1,79713,0.5
11741,4471,8823,2024-01-03T11:39:57.875566,34.89248143842268,0,0,-0.0,0,2592000,0.0
11742,4124,7732,2024-01-03T11:40:07.481878,4146.770036330836,0,0,-0.0,3,11056,0.0
11743,7094,1400,2024-01-03T11:40:36.864293,26.389792639544165,0,0,-0.0,3,16741,0.0
11744,6175,8710,2024-01-03T11:40:38.129472,1236.2539505028903,0,0,-0.0,0,2592000,0.0
11745,0,3867,2024-01-03T11:40:56.430527,869.5936115094485,0,31,3.3223276386602723,0,1691,31.0
11746,1950,287,2024-01-03T11:41:19.205427,8348.316334746803,0,2,0.5975392541854899,2,15602,0.6666666666666666
11747,7305,2886,2024-01-03T11:41:21.067189,26.64707929988864,0,2,0.6664989566242174,0,2080,2.0
11748,2408,5296,2024-01-03T11:41:27.355836,2253.7183246053414,0,1,0.0,0,69950,1.0
11749,5360,3960,2024-01-03T11:41:42.177647,136.46967947590883,0,0,-0.0,0,2592000,0.0
11750,7358,8661,2024-01-03T11:41:52.064371,16.984695846063115,0,1,0.0,1,47251,0.5
11751,7110,8706,2024-01-03T11:43:03.514710,3555.774866860732,0,0,-0.0,1,47991,0.0
11752,838,3843,2024-01-03T11:44:20.309284,328.34524742404267,0,0,-0.0,0,2592000,0.0
11753,5233,5336,2024-01-03T11:44:27.298097,26.61269788821674,0,1,0.0,0,39586,1.0
11754,7219,1951,2024-01-03T11:44:37.564801,339.5735239542858,0,0,-0.0,1,77324,0.0
11755,133,6265,2024-01-03T11:44:41.823056,38.8667788053769,0,0,-0.0,1,58964,0.0
11756,2228,892,2024-01-03T11:45:24.617730,22.211046703071297,0,1,0.0,0,72559,1.0
11757,2215,7229,2024-01-03T11:45:44.974695,4647.615857507334,0,1,0.0,0,62780,1.0
11758,8568,6102,2024-01-03T11:46:49.611349,48.75658101460142,0,1,0.0,0,13919,1.0
11759,450,2599,2024-01-03T11:47:17.746525,8292.277853514934,0,0,-0.0,1,71639,0.0
11760,2935,8932,2024-01-03T11:47:21.295639,52.3584032502151,0,2,0.35482015846648257,0,20840,2.0
11761,5920,9747,2024-01-03T11:47:26.481148,165.08189820518322,0,2,0.04608511792977889,0,46674,2.0
11762,7015,3389,2024-01-03T11:47:42.249772,3285.7431533447425,0,0,-0.0,1,35703,0.0
11763,1699,7297,2024-01-03T11:47:53.364246,79.7568979123394,0,0,-0.0,0,2592000,0.0
11764,7547,7965,2024-01-03T11:47:54.176468,59.93142466129124,0,0,-0.0,0,2592000,0.0
11765,7404,1449,2024-01-03T11:48:11.752689,27.717642609692664,0,0,-0.0,0,2592000,0.0
11766,9935,4921,2024-01-03T11:48:32.093031,26.00008529941497,0,0,-0.0,0,2592000,0.0
11767,8087,9020,2024-01-03T11:48:57.088634,34.91320425986356,0,1,0.0,0,57394,1.0
11768,144,4635,2024-01-03T11:48:59.948965,78.09662671647803,0,0,-0.0,0,2592000,0.0
11769,3588,4447,2024-01-03T11:49:10.211328,17.731383572280595,0,0,-0.0,2,66778,0.0
11770,3651,1018,2024-01-03T11:49:12.244767,43.032032981873,0,1,0.0,2,15482,0.3333333333333333
11771,2069,5449,2024-01-03T11:49:57.537590,26.651406063727045,0,1,0.0,0,35782,1.0
11772,478,7962,2024-01-03T11:50:15.322846,52.51788285229563,0,0,-0.0,2,15494,0.0
11773,469,9049,2024-01-03T11:50:44.942985,317.7691437493287,0,1,0.0,0,32952,1.0
11774,4382,7977,2024-01-03T11:52:08.668618,5163.666263802787,0,0,-0.0,2,7888,0.0
11775,6423,8468,2024-01-03T11:52:17.255698,86.35532722711282,0,1,0.0,0,33520,1.0
11776,6659,4320,2024-01-03T11:52:55.356851,243.07621042623617,0,1,0.0,1,15364,0.5
11777,8665,5113,2024-01-03T11:53:47.937041,317.9433772869112,0,0,-0.0,0,2592000,0.0
11778,4079,670,2024-01-03T11:54:07.151721,17.905197193666183,0,1,0.0,0,72106,1.0
11779,7605,8445,2024-01-03T11:54:07.991811,4407.179759892659,0,1,0.0,0,7525,1.0
11780,5331,7752,2024-01-03T11:54:24.956845,206.32409377415132,0,1,0.0,0,43050,1.0
11781,9474,190,2024-01-03T11:54:46.775646,98.05762068189681,0,3,1.0373775517606099,0,6300,3.0
11782,3340,7124,2024-01-03T11:55:04.059641,200.081042228362,0,0,-0.0,0,2592000,0.0
11783,2223,9145,2024-01-03T11:55:37.178433,25.86532011773554,0,1,0.0,0,53282,1.0
11784,1890,3543,2024-01-03T11:55:46.632943,6.684538395857502,0,0,-0.0,0,2592000,0.0
11785,4933,1092,2024-01-03T11:55:51.746989,26.639679648582515,0,0,-0.0,0,2592000,0.0
11786,1646,5473,2024-01-03T11:56:52.829614,47.35943137244887,0,0,-0.0,0,2592000,0.0
11787,8855,3178,2024-01-03T11:56:53.810225,39.71963448651293,0,1,0.0,1,53195,0.5
11788,5985,3541,2024-01-03T11:57:03.086354,14.832961919003466,0,0,-0.0,1,35640,0.0
11789,8129,1720,2024-01-03T11:57:14.000472,97.13110560648428,0,0,-0.0,0,2592000,0.0
